_id,Study,Province,Location,Infrastructure,Infrastructure Component 1,Infrastructure Component 2,Climate Parameter,Climate Parameter General,Risk,Risk (Current),Risk (Short Term),Risk (Medium Term),Risk (Long Term)
669,Stantec (2019) (ON) (Multi),Ontario,Casselman,Electrical,Distribution/Transmission,Substation,Ice Accum.,Composite,Med,Med,NAN,Med,NAN
670,Stantec (2019) (ON) (Multi),Ontario,Casselman,Personnel,Maintenance Staff,NAN,Fog,Composite,NAN,NAN,NAN,NAN,NAN
671,Stantec (2019) (ON) (Multi),Ontario,Casselman,Electrical,Distribution/Transmission,Lines,Fog,Composite,NAN,NAN,NAN,NAN,NAN
672,Stantec (2019) (ON) (Multi),Ontario,Casselman,Electrical,Distribution/Transmission,Lines,Fog,Composite,NAN,NAN,NAN,NAN,NAN
673,Stantec (2019) (ON) (Multi),Ontario,Casselman,Electrical,Distribution/Transmission,Poles,Fog,Composite,Med,Low,NAN,Med,NAN
674,Stantec (2019) (ON) (Multi),Ontario,Casselman,Electrical,Distribution/Transmission,Poles,Fog,Composite,Med,Low,NAN,Med,NAN
675,Stantec (2019) (ON) (Multi),Ontario,Casselman,Electrical,Distribution/Transmission,Fused Cut Out,Fog,Composite,Med,Low,NAN,Med,NAN
676,Stantec (2019) (ON) (Multi),Ontario,Casselman,Electrical,Distribution/Transmission,Cable Chamber,Fog,Composite,NAN,NAN,NAN,NAN,NAN
677,Stantec (2019) (ON) (Multi),Ontario,Casselman,Electrical,Equipment,NAN,Fog,Composite,NAN,NAN,NAN,NAN,NAN
678,Stantec (2019) (ON) (Multi),Ontario,Casselman,Buildings,Office,NAN,Fog,Composite,NAN,NAN,NAN,NAN,NAN
679,Stantec (2019) (ON) (Multi),Ontario,Casselman,Electrical,Distribution/Transmission,Substation,Fog,Composite,NAN,NAN,NAN,NAN,NAN
680,Stantec (2019) (ON) (Multi),Ontario,Casselman,Electrical,Distribution/Transmission,Substation,Fog,Composite,NAN,NAN,NAN,NAN,NAN
681,Landmark (2019) (ON) (Windsor),Ontario,Windsor,Coastal Infrastructure,Stormwater,NAN,Flooding,Composite,High,NAN,NAN,High,NAN
682,Landmark (2019) (ON) (Windsor),Ontario,Windsor,Coastal Infrastructure,Dike,NAN,Flooding,Composite,Mod-High,NAN,NAN,Mod-High,NAN
683,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Personnel,Maintenance Staff,NAN,Temperature,Temperature,Low,Low,NAN,Low,NAN
684,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Telecommunication,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
685,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Building,Office,Temperature,Temperature,Low,Low,NAN,Low,NAN
686,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
687,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
688,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
689,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
690,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
691,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,Storage,Temperature,Temperature,Low,Low,NAN,Low,NAN
692,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Fuel,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
693,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Stormwater,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
694,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Wastewater,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
695,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
696,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Potable Water,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
697,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
698,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
699,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Electrical,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
700,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Temperature,Temperature,Low,Low,NAN,Low,NAN
701,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Low,Low,NAN,Low,NAN
702,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Rail,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
703,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Roads & Assoc. Infras,Roadway,Temperature,Temperature,Low,Low,NAN,Low,NAN
704,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Roads & Assoc. Infras,Guardrails,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
705,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Structural,NAN,Temperature,Temperature,Low,Low,NAN,Low,NAN
706,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Electrical,NAN,Temperature,Temperature,Low,Low,NAN,Low,NAN
707,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Low,Low,NAN,Low,NAN
708,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
709,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Low,Low,NAN,Low,NAN
710,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Ferry service,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
711,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Fuel,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
712,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Building,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
713,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Runway,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
714,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Lighting,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
715,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Mechanical,Pumping Station,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
716,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Temperature,Temperature,Low,Low,NAN,Low,NAN
717,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Mechanical,HVAC,Temperature,Temperature,Low,Low,NAN,Low,NAN
718,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Personnel,Maintenance Staff,NAN,Wind,Wind,Low,Low,NAN,Low,NAN
719,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Telecommunication,Wind,Wind,Low,Low,NAN,Low,NAN
720,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Building,Office,Wind,Wind,Low,Low,NAN,Low,NAN
721,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Wind,Wind,Low,Low,NAN,Low,NAN
722,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Wind,Wind,Low,Low,NAN,Low,NAN
723,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Wind,Wind,Med,Med,NAN,Med,NAN
724,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,NAN,Wind,Wind,Low,Low,NAN,Low,NAN
725,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Wind,Wind,Low,Low,NAN,Low,NAN
726,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,Storage,Wind,Wind,Low,Low,NAN,Low,NAN
727,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Fuel,NAN,Wind,Wind,Low,Low,NAN,Low,NAN
728,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Stormwater,Wind,Wind,NAN,NAN,NAN,NAN,NAN
729,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Wastewater,Wind,Wind,NAN,NAN,NAN,NAN,NAN
730,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Wind,Wind,Low,Low,NAN,Low,NAN
731,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Potable Water,Wind,Wind,NAN,NAN,NAN,NAN,NAN
732,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Wind,Wind,Low,Low,NAN,Low,NAN
733,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Wind,Wind,Low,Low,NAN,Low,NAN
734,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Electrical,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
735,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
736,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
737,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Rail,Wind,Wind,NAN,NAN,NAN,NAN,NAN
738,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Roads & Assoc. Infras,Roadway,Wind,Wind,NAN,NAN,NAN,NAN,NAN
739,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Roads & Assoc. Infras,Guardrails,Wind,Wind,NAN,NAN,NAN,NAN,NAN
740,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Structural,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
741,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Electrical,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
742,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
743,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
744,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
745,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Ferry service,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
746,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Fuel,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
747,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Building,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
748,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Runway,Wind,Wind,NAN,NAN,NAN,NAN,NAN
749,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Lighting,Wind,Wind,NAN,NAN,NAN,NAN,NAN
750,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Mechanical,Pumping Station,Wind,Wind,NAN,NAN,NAN,NAN,NAN
751,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Wind,Wind,NAN,NAN,NAN,NAN,NAN
752,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Mechanical,HVAC,Wind,Wind,NAN,NAN,NAN,NAN,NAN
753,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Personnel,Maintenance Staff,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
754,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Telecommunication,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
755,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Building,Office,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
756,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
757,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Precipitation,Precipitation,Med,Med,NAN,Med,NAN
758,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
759,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
760,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
761,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,Storage,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
762,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Fuel,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
763,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Stormwater,Precipitation,Precipitation,Med,Med,NAN,Med,NAN
764,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Wastewater,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
765,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Precipitation,Precipitation,Med,Low,NAN,Med,NAN
766,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Potable Water,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
767,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
768,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
769,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Electrical,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
770,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
771,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
772,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Rail,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
773,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Roads & Assoc. Infras,Roadway,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
774,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Roads & Assoc. Infras,Guardrails,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
775,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Structural,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
776,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Electrical,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
777,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
778,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Precipitation,Precipitation,Med,Med,NAN,Med,NAN
779,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
780,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Ferry service,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
781,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Fuel,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
782,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Building,NAN,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
783,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Runway,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
784,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Lighting,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
785,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Mechanical,Pumping Station,Precipitation,Precipitation,Low,Low,NAN,Low,NAN
786,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
787,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Mechanical,HVAC,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
788,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Personnel,Maintenance Staff,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
789,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Telecommunication,Lightning,Other,Low,Low,NAN,Low,NAN
790,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Building,Office,Lightning,Other,Low,Low,NAN,Low,NAN
791,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Lightning,Other,NAN,NAN,NAN,NAN,NAN
792,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Lightning,Other,NAN,NAN,NAN,NAN,NAN
793,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Lightning,Other,NAN,NAN,NAN,NAN,NAN
794,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Lightning,Other,Low,Low,NAN,Low,NAN
795,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
796,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,Storage,Lightning,Other,Low,Low,NAN,Low,NAN
797,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Fuel,NAN,Lightning,Other,Low,Low,NAN,Low,NAN
798,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Stormwater,Lightning,Other,NAN,NAN,NAN,NAN,NAN
799,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Wastewater,Lightning,Other,NAN,NAN,NAN,NAN,NAN
800,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Lightning,Other,Low,Low,NAN,Low,NAN
801,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Potable Water,Lightning,Other,NAN,NAN,NAN,NAN,NAN
802,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Lightning,Other,NAN,NAN,NAN,NAN,NAN
803,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
804,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Electrical,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
805,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
806,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
807,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Rail,Lightning,Other,NAN,NAN,NAN,NAN,NAN
808,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Roads & Assoc. Infras,Roadway,Lightning,Other,NAN,NAN,NAN,NAN,NAN
809,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Roads & Assoc. Infras,Guardrails,Lightning,Other,NAN,NAN,NAN,NAN,NAN
810,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Structural,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
811,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Bridges,Electrical,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
812,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
813,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
814,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
815,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Ferry service,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
816,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Fuel,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
817,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Building,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
818,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Runway,Lightning,Other,NAN,NAN,NAN,NAN,NAN
819,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Lighting,Lightning,Other,NAN,NAN,NAN,NAN,NAN
820,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Mechanical,Pumping Station,Lightning,Other,NAN,NAN,NAN,NAN,NAN
821,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Lightning,Other,NAN,NAN,NAN,NAN,NAN
822,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Mechanical,HVAC,Lightning,Other,NAN,NAN,NAN,NAN,NAN
823,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Personnel,Maintenance Staff,NAN,Storms,Composite,Low,Low,NAN,Low,NAN
824,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Telecommunication,Storms,Composite,Low,Low,NAN,Low,NAN
825,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Building,Office,Storms,Composite,Low,Low,NAN,Low,NAN
826,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Storms,Composite,Low,Low,NAN,Low,NAN
827,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Storms,Composite,Low,Low,NAN,Low,NAN
828,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,Boardwalk,Storms,Composite,Low,Low,NAN,Low,NAN
829,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Storms,Composite,Low,Low,NAN,Low,NAN
830,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Storms,Composite,Low,Low,NAN,Low,NAN
831,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,Storage,Storms,Composite,Low,Low,NAN,Low,NAN
832,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Fuel,NAN,Storms,Composite,Med,Low,NAN,Med,NAN
833,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Stormwater,Storms,Composite,Low,Low,NAN,Low,NAN
834,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Wastewater,Storms,Composite,Low,Low,NAN,Low,NAN
835,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Electrical,Equipment,Storms,Composite,Low,Low,NAN,Low,NAN
836,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Water Systems,Potable Water,Storms,Composite,Low,Low,NAN,Low,NAN
837,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Storms,Composite,Low,Low,NAN,Low,NAN
838,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Storms,Composite,Low,Low,NAN,Low,NAN
839,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Electrical,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
840,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
841,AECOM (2019) (ON) (Toronto),Ontario,Toronto,Coastal Infrastructure,Building,NAN,Storms,Composite,Low,Low,NAN,Low,NAN
